H;E;Q;speed_mm_min
175.0;E2;0.35;4.015128468934646
175.0;E2;0.5;4.059138653320856
175.0;E2;0.6;4.0884787762449974
175.0;E3;0.35;3.272831272499656
175.0;E3;0.5;4.119469948846264
175.0;E3;0.6;4.966108625192873
175.0;E4;0.35;3.779921358868683
175.0;E4;0.5;3.779921358868683
175.0;E4;0.6;3.779921358868683
180.0;E1;0.35;6.463823511111416
180.0;E1;0.5;6.463823511111416
180.0;E1;0.6;6.463823511111416
180.0;E3;0.35;4.92213646328662
180.0;E3;0.5;4.92882750293821
180.0;E3;0.6;4.933288196039271
185.0;E2;0.35;3.125544673597956
185.0;E2;0.5;3.299632022083104
185.0;E2;0.6;3.4156902544065364
185.0;E3;0.35;4.513942904270452
185.0;E3;0.5;4.520270270270271
185.0;E3;0.6;4.520270270270271
185.0;E4;0.35;3.45039893065346
185.0;E4;0.5;3.657392895255758
185.0;E4;0.6;3.7953888716572903
190.0;E2;0.35;3.410725373396753
190.0;E2;0.5;3.5179439203023604
190.0;E2;0.6;3.5894229515727654
190.0;E3;0.35;4.424408094435076
190.0;E3;0.5;4.424408094435076
190.0;E3;0.6;4.424408094435076
195.0;E2;0.35;5.027946345645033
195.0;E2;0.5;5.027946345645033
195.0;E2;0.6;5.027946345645033
195.0;E3;0.35;4.209078404401651
195.0;E3;0.5;4.209078404401651
195.0;E3;0.6;4.209078404401651
200.0;E1;0.35;3.7646901434356166
200.0;E1;0.5;3.7646901434356166
200.0;E1;0.6;3.7646901434356166
200.0;E2;0.35;4.214388685126072
200.0;E2;0.5;4.446373383389893
200.0;E2;0.6;4.52778947368421
200.0;E3;0.35;3.98607043167582
200.0;E3;0.5;3.996764441408598
200.0;E3;0.6;4.056230381686752
200.0;E4;0.35;3.7455174119761274
200.0;E4;0.5;3.7455174119761274
200.0;E4;0.6;3.7455174119761274
202.0;E2;0.35;4.515474850884144
202.0;E2;0.5;4.519888804795077
202.0;E2;0.6;4.519888804795077
202.0;E3;0.35;3.204743879593343
202.0;E3;0.5;3.2184429800338443
202.0;E3;0.6;3.2275757136608454
205.0;E2;0.35;3.280937106918239
205.0;E2;0.5;3.280937106918239
205.0;E2;0.6;3.280937106918239
205.0;E3;0.35;4.564703809268068
205.0;E3;0.5;4.576043859649123
205.0;E3;0.6;4.586811021671827
205.0;E4;0.35;4.720986425339366
205.0;E4;0.5;4.720986425339366
205.0;E4;0.6;4.720986425339366
213.0;E1;0.35;4.773234200743495
213.0;E1;0.5;4.773234200743495
213.0;E1;0.6;4.773234200743495
220.0;E1;0.35;3.4561509992598083
220.0;E1;0.5;3.5839022086919075
220.0;E1;0.6;3.711653418124007
220.0;E2;0.35;3.778861335889911
220.0;E2;0.5;4.404311369428468
220.0;E2;0.6;4.633554777691887
220.0;E3;0.35;3.6577287164235246
220.0;E3;0.5;3.6577287164235246
220.0;E3;0.6;3.6577287164235246
225.0;E2;0.35;4.209622849655283
225.0;E2;0.5;4.457617985275559
225.0;E2;0.6;4.705613120895834
226.0;E2;0.35;4.225015177583429
226.0;E2;0.5;4.5062831970939
226.0;E2;0.6;4.787551216604372
228.0;E1;0.35;6.072151898734177
228.0;E1;0.5;6.072151898734177
228.0;E1;0.6;6.072151898734177
230.0;E2;0.35;3.732548904381702
230.0;E2;0.5;3.7342322547595046
230.0;E2;0.6;3.7342322547595046
230.0;E4;0.35;5.323467677935214
230.0;E4;0.5;5.326037883884542
230.0;E4;0.6;5.327751354517426
236.0;E2;0.35;6.119999999999999
236.0;E2;0.5;6.119999999999999
236.0;E2;0.6;6.119999999999999
236.0;E3;0.35;3.1836360801298347
236.0;E3;0.5;3.2490371456398326
236.0;E3;0.6;3.3412528237828707
236.0;E4;0.35;3.1376814294142474
236.0;E4;0.5;3.140199632808641
236.0;E4;0.6;3.141921491115199
240.0;E2;0.35;3.310425685071748
240.0;E2;0.5;3.692376457365343
240.0;E2;0.6;4.054391739206096
240.0;E3;0.35;3.3561753794184077
240.0;E3;0.5;3.5051546391752577
240.0;E3;0.6;4.063745019920319
240.0;E4;0.35;3.074407764603785
240.0;E4;0.5;3.074407764603785
240.0;E4;0.6;3.074407764603785
250.0;E1;0.35;4.567720551789455
250.0;E1;0.5;4.567720551789455
250.0;E1;0.6;4.567720551789455
250.0;E2;0.35;5.195372811610532
250.0;E2;0.5;5.434531555092683
250.0;E2;0.6;5.501247031983846
250.0;E3;0.35;4.485031100911046
250.0;E3;0.5;4.485031100911046
250.0;E3;0.6;4.485031100911046
251.0;E3;0.35;3.859486739243686
251.0;E3;0.5;3.859486739243686
251.0;E3;0.6;3.859486739243686
260.0;E2;0.35;3.4536574307304786
260.0;E2;0.5;3.457437878476832
260.0;E2;0.6;3.4606323168634647
260.0;E3;0.35;6.145317073170732
260.0;E3;0.5;6.145317073170732
260.0;E3;0.6;6.145317073170732
270.0;E1;0.35;3.4814932302040664
270.0;E1;0.5;3.5712966940481135
270.0;E1;0.6;3.6575996061022105
270.0;E2;0.35;3.6057178308016375
270.0;E2;0.5;3.608551771983824
270.0;E2;0.6;3.608551771983824
270.0;E3;0.35;3.1333244680851067
270.0;E3;0.5;3.1333244680851067
270.0;E3;0.6;3.1333244680851067
280.0;E2;0.35;5.229129996926418
280.0;E2;0.5;5.229129996926418
280.0;E2;0.6;5.229129996926418
280.0;E3;0.35;3.8952701703119526
280.0;E3;0.5;3.976721084082313
280.0;E3;0.6;4.012873093937607
300.0;E1;0.35;5.647989500102021
300.0;E1;0.5;5.952893817588249
300.0;E1;0.6;6.156163362579067
300.0;E2;0.35;3.536543903843743
300.0;E2;0.5;3.812328030033173
300.0;E2;0.6;3.8136832835099
300.0;E3;0.35;3.285004376117233
300.0;E3;0.5;4.22603888449291
300.0;E3;0.6;5.144419909603822
300.0;E4;0.35;3.2277313930843823
300.0;E4;0.5;5.072884291972488
300.0;E4;0.6;5.072884291972488
310.0;E2;0.35;3.1574317224329165
310.0;E2;0.5;3.158735189498734
310.0;E2;0.6;3.159604167542613
314.0;E1;0.35;5.697419468948954
314.0;E1;0.5;5.697419468948954
314.0;E1;0.6;5.697419468948954
314.0;E2;0.35;6.027330274860407
314.0;E2;0.5;6.10066787969363
314.0;E2;0.6;6.149559616249111
340.0;E3;0.35;4.817704125122431
340.0;E3;0.5;4.852018257067747
340.0;E3;0.6;4.886332389013063
400.0;E1;0.35;6.012186046511628
400.0;E1;0.5;6.012186046511628
400.0;E1;0.6;6.012186046511628
400.0;E2;0.35;5.216932941783111
400.0;E2;0.5;5.326029419218018
400.0;E2;0.6;5.382543557749913
